frame,predicate,cutoff_A,arm,backbone,n,n_engaged,p_engaged,p_engaged_lo95,p_engaged_hi95,p_active_given_engaged,p_agv_lo95,p_agv_hi95,n_engaged_but_inactive
frame_40,tilt_only,16.0,decoy,of3,2000,1105,0.5525,0.4010398293029872,0.7000657894736841,0.7692307692307693,0.6603794380843219,0.8624746242436072,255
frame_40,tilt_only,16.0,decoy,protenix,2000,1200,0.6,0.4733292682926829,0.7302978021978023,0.8233333333333334,0.7321567975961747,0.9015666764937107,212
frame_40,tilt_only,18.0,apo,panel_all,8000,0,0.0,0.0,0.0,,,,0
frame_40,tilt_only,18.0,apo,boltz,2000,0,0.0,0.0,0.0,,,,0
frame_40,tilt_only,18.0,apo,chai,2000,0,0.0,0.0,0.0,,,,0
frame_40,tilt_only,18.0,apo,of3,2000,0,0.0,0.0,0.0,,,,0
frame_40,tilt_only,18.0,apo,protenix,2000,0,0.0,0.0,0.0,,,,0
frame_40,tilt_only,18.0,cognate,panel_all,8000,7961,0.995125,0.9891446566110398,1.0,0.9483733199346815,0.9088247528574003,0.9802900803799781,411
frame_40,tilt_only,18.0,cognate,boltz,2000,1996,0.998,0.9933260869565217,1.0,0.9944889779559118,0.9876160990712074,1.0,11
frame_40,tilt_only,18.0,cognate,chai,2000,1984,0.992,0.9759846153846153,1.0,0.8261088709677419,0.6722642677117828,0.9385760744619708,345
frame_40,tilt_only,18.0,cognate,of3,2000,1981,0.9905,0.9766642857142858,1.0,0.9722362443210499,0.9357561229433633,0.9970396684428656,55
frame_40,tilt_only,18.0,cognate,protenix,2000,2000,1.0,1.0,1.0,1.0,1.0,1.0,0
frame_40,tilt_only,18.0,shuffled,panel_all,8000,7603,0.950375,0.9120670731707318,0.9820957462253194,0.9045113770879916,0.8521218302911154,0.9443121409626287,726
frame_40,tilt_only,18.0,shuffled,boltz,2000,1908,0.954,0.9038969833119385,0.9897567567567568,0.9465408805031447,0.8699260762480713,0.9908340025470681,102
frame_40,tilt_only,18.0,shuffled,chai,2000,1811,0.9055,0.8019512195121952,0.9963157894736843,0.7973495306460519,0.6479267918470293,0.9137772550706745,367
frame_40,tilt_only,18.0,shuffled,of3,2000,1891,0.9455,0.8902267441860464,0.986316431322208,0.9005817028027499,0.8377220800121653,0.9561434050181008,188
frame_40,tilt_only,18.0,shuffled,protenix,2000,1993,0.9965,0.9917063008130081,1.0,0.9653788258906172,0.9148184986687364,0.9974962756948235,69
frame_40,tilt_only,18.0,decoy,panel_all,8000,5190,0.64875,0.5390105860433605,0.7597567567567567,0.7541425818882467,0.6573923103595434,0.8275396852865862,1276
frame_40,tilt_only,18.0,decoy,boltz,2000,1128,0.564,0.4289861111111111,0.6978406098406098,0.6976950354609929,0.5202702186559593,0.8252910805542384,341
frame_40,tilt_only,18.0,decoy,chai,2000,1572,0.786,0.6365571428571428,0.9056523867809056,0.7410941475826972,0.5433474387235605,0.8824607854871528,407
frame_40,tilt_only,18.0,decoy,of3,2000,1183,0.5915,0.4405247858017136,0.7380094594594594,0.7531699070160609,0.6387562609377828,0.8522816985645933,292
frame_40,tilt_only,18.0,decoy,protenix,2000,1307,0.6535,0.5276842105263158,0.7813531344792719,0.819433817903596,0.7238143172593786,0.9006867690805683,236
frame_40,tilt_only,20.0,apo,panel_all,8000,0,0.0,0.0,0.0,,,,0
frame_40,tilt_only,20.0,apo,boltz,2000,0,0.0,0.0,0.0,,,,0
frame_40,tilt_only,20.0,apo,chai,2000,0,0.0,0.0,0.0,,,,0
frame_40,tilt_only,20.0,apo,of3,2000,0,0.0,0.0,0.0,,,,0
frame_40,tilt_only,20.0,apo,protenix,2000,0,0.0,0.0,0.0,,,,0
frame_40,tilt_only,20.0,cognate,panel_all,8000,7974,0.99675,0.992324584717608,1.0,0.946827188362177,0.9069999667303104,0.9801179383116883,424
frame_40,tilt_only,20.0,cognate,boltz,2000,1997,0.9985,0.9949945652173913,1.0,0.9939909864797196,0.9860891061866868,1.0,12
frame_40,tilt_only,20.0,cognate,chai,2000,1995,0.9975,0.9935294117647059,1.0,0.8215538847117795,0.6701821135321872,0.9352657663103932,356
frame_40,tilt_only,20.0,cognate,of3,2000,1982,0.991,0.9776190476190476,1.0,0.9717457114026236,0.9344595907796636,0.9970396684428656,56
frame_40,tilt_only,20.0,cognate,protenix,2000,2000,1.0,1.0,1.0,1.0,1.0,1.0,0
frame_40,tilt_only,20.0,shuffled,panel_all,8000,7698,0.96225,0.9267827380952381,0.9914285714285714,0.9012730579371265,0.8483913291992676,0.9420720328373535,760
frame_40,tilt_only,20.0,shuffled,boltz,2000,1961,0.9805,0.9355036231884059,1.0,0.9464558898521163,0.8681433434492672,0.9911204767986378,105
frame_40,tilt_only,20.0,shuffled,chai,2000,1837,0.9185,0.8295306324110673,0.9973684210526316,0.7860642351660315,0.6290091896191579,0.9046891146820625,393
frame_40,tilt_only,20.0,shuffled,of3,2000,1904,0.952,0.896918918918919,0.9923964285714285,0.8986344537815126,0.8365018583498777,0.9547288927294291,193
frame_40,tilt_only,20.0,shuffled,protenix,2000,1996,0.998,0.9933333333333333,1.0,0.9654308617234469,0.9150584018398904,0.9975,69
frame_40,tilt_only,20.0,decoy,panel_all,8000,5602,0.70025,0.5909579762689519,0.8117599563953488,0.7343805783648697,0.6375454917646328,0.8121002603968659,1488
frame_40,tilt_only,20.0,decoy,boltz,2000,1288,0.644,0.515280905752754,0.7806460746460746,0.6451863354037267,0.4742961873981167,0.7799974660137835,457
frame_40,tilt_only,20.0,decoy,chai,2000,1644,0.822,0.6779117647058823,0.9385821428571429,0.7469586374695864,0.5645281628859047,0.8845168198474199,416
frame_40,tilt_only,20.0,decoy,of3,2000,1260,0.63,0.47770892857142855,0.770030487804878,0.7380952380952381,0.6185469524642753,0.8388095458758109,330
frame_40,tilt_only,20.0,decoy,protenix,2000,1410,0.705,0.5736542824730573,0.8395286290322581,0.7978723404255319,0.7066398601398601,0.8777686638192853,285
frame_36,two_instrument,10.0,apo,panel_all,7200,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,10.0,apo,boltz,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,10.0,apo,chai,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,10.0,apo,of3,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,10.0,apo,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,10.0,cognate,panel_all,7200,19,0.002638888888888889,0.0010520510835913314,0.004677671370967742,0.3157894736842105,0.05,0.5927777777777776,13
frame_36,two_instrument,10.0,cognate,boltz,1800,3,0.0016666666666666668,0.0,0.0034146341463414634,0.3333333333333333,0.0,1.0,2
frame_36,two_instrument,10.0,cognate,chai,1800,8,0.0044444444444444444,0.0,0.010286635944700459,0.25,0.0,1.0,6
frame_36,two_instrument,10.0,cognate,of3,1800,8,0.0044444444444444444,0.0,0.010256410256410256,0.375,0.0,0.75,5
frame_36,two_instrument,10.0,cognate,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,10.0,shuffled,panel_all,7200,286,0.03972222222222222,0.025394014762516046,0.05571848739495798,0.5699300699300699,0.45325,0.689250922509225,123
frame_36,two_instrument,10.0,shuffled,boltz,1800,78,0.043333333333333335,0.010585434173669467,0.0905977229601518,0.5897435897435898,0.31938516260162597,0.7971739130434782,32
frame_36,two_instrument,10.0,shuffled,chai,1800,2,0.0011111111111111111,0.0,0.002857142857142857,0.5,0.0,1.0,1
frame_36,two_instrument,10.0,shuffled,of3,1800,186,0.10333333333333333,0.06228412698412698,0.15025675675675676,0.543010752688172,0.4009653465346535,0.7203472682511125,85
frame_36,two_instrument,10.0,shuffled,protenix,1800,20,0.011111111111111112,0.0010526315789473684,0.030318181818181807,0.75,0.16666666666666666,0.9130434782608695,5
frame_36,two_instrument,10.0,decoy,panel_all,7200,1342,0.18638888888888888,0.13084247104247104,0.24322794117647056,0.713859910581222,0.5580688600762814,0.8509663918948361,384
frame_36,two_instrument,10.0,decoy,boltz,1800,293,0.16277777777777777,0.08902520161290323,0.23648069852941175,0.8430034129692833,0.6630034585412836,0.956149885583524,46
frame_36,two_instrument,10.0,decoy,chai,1800,322,0.17888888888888888,0.09512855162855163,0.2811939338235294,0.7732919254658385,0.49996478873239436,0.9558112866607978,73
frame_36,two_instrument,10.0,decoy,of3,1800,414,0.23,0.13275,0.3411512762762762,0.49033816425120774,0.31854399732843547,0.7274138904573686,211
frame_36,two_instrument,10.0,decoy,protenix,1800,313,0.1738888888888889,0.0893815987933635,0.26666666666666666,0.8274760383386581,0.5800693941251881,0.985328431372549,54
frame_36,two_instrument,12.0,apo,panel_all,7200,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,12.0,apo,boltz,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,12.0,apo,chai,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,12.0,apo,of3,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,12.0,apo,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,12.0,cognate,panel_all,7200,2968,0.4122222222222222,0.26965059523809526,0.55700859375,0.9184636118598383,0.8298415557679583,0.976302645163888,242
frame_36,two_instrument,12.0,cognate,boltz,1800,685,0.38055555555555554,0.23399615384615385,0.5352575757575757,0.9343065693430657,0.7974539330295225,0.998366669819053,45
frame_36,two_instrument,12.0,cognate,chai,1800,633,0.3516666666666667,0.2009365721997301,0.5006449631449631,0.8183254344391785,0.5583105685080513,0.9942239749338231,115
frame_36,two_instrument,12.0,cognate,of3,1800,809,0.4494444444444444,0.2868147465437788,0.6103397435897433,0.9011124845488258,0.7785611229962789,0.9807262560076003,80
frame_36,two_instrument,12.0,cognate,protenix,1800,841,0.4672222222222222,0.30401470588235296,0.6343550420168066,0.9976218787158145,0.9917429955166168,1.0,2
frame_36,two_instrument,12.0,shuffled,panel_all,7200,1067,0.14819444444444443,0.10412922138836772,0.20485661764705884,0.6860356138706654,0.5141684571847814,0.8198468291382786,335
frame_36,two_instrument,12.0,shuffled,boltz,1800,403,0.2238888888888889,0.12340248226950354,0.35000757575757574,0.7642679900744417,0.5322339195797424,0.9499011840348535,95
frame_36,two_instrument,12.0,shuffled,chai,1800,41,0.02277777777777778,0.002162162162162162,0.06150937499999999,0.8780487804878049,0.1,0.9861293859649123,5
frame_36,two_instrument,12.0,shuffled,of3,1800,485,0.26944444444444443,0.19408903020667728,0.3381290178571429,0.6020618556701031,0.44985694001317267,0.7684290002562506,193
frame_36,two_instrument,12.0,shuffled,protenix,1800,138,0.07666666666666666,0.026968992248062016,0.14521646859083187,0.6956521739130435,0.2924128335243084,0.9764129483814523,42
frame_36,two_instrument,12.0,decoy,panel_all,7200,2470,0.34305555555555556,0.25555518018018014,0.4248540665064103,0.7016194331983806,0.5839006445269828,0.8180577966410064,737
frame_36,two_instrument,12.0,decoy,boltz,1800,474,0.2633333333333333,0.16206525096525098,0.36148498498498494,0.7468354430379747,0.5351722209796466,0.9040910992136524,120
frame_36,two_instrument,12.0,decoy,chai,1800,666,0.37,0.22538277027027026,0.5131355846774194,0.6936936936936937,0.4755082400149873,0.8912327219564061,204
frame_36,two_instrument,12.0,decoy,of3,1800,723,0.40166666666666667,0.2851309523809524,0.5218836805555556,0.5560165975103735,0.382350820557914,0.753024051685537,321
frame_36,two_instrument,12.0,decoy,protenix,1800,607,0.3372222222222222,0.2280848925848926,0.43558333333333327,0.8484349258649094,0.6974827459618208,0.9558312196153033,92
frame_36,two_instrument,14.0,apo,panel_all,7200,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,14.0,apo,boltz,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,14.0,apo,chai,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,14.0,apo,of3,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,14.0,apo,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,14.0,cognate,panel_all,7200,6827,0.9481944444444445,0.8773233506944444,0.9911444581280788,0.8987842390508276,0.8453828552648238,0.9495234748161977,691
frame_36,two_instrument,14.0,cognate,boltz,1800,1720,0.9555555555555556,0.8908571428571429,0.9989189189189189,0.9005813953488372,0.8116385075517133,0.9831446708899579,171
frame_36,two_instrument,14.0,cognate,chai,1800,1635,0.9083333333333333,0.8154244360902255,0.9773684210526316,0.8336391437308869,0.7058295490548104,0.9372945752597543,272
frame_36,two_instrument,14.0,cognate,of3,1800,1721,0.9561111111111111,0.8815651147098515,0.9986677419354839,0.8832074375363161,0.802352426017579,0.9528344992364156,201
frame_36,two_instrument,14.0,cognate,protenix,1800,1751,0.9727777777777777,0.9120909090909091,1.0,0.9731581953169617,0.9240534306479429,1.0,47
frame_36,two_instrument,14.0,shuffled,panel_all,7200,5987,0.8315277777777778,0.7845154052936312,0.877896934460888,0.8541840654751962,0.7835155973442004,0.9116314924940727,873
frame_36,two_instrument,14.0,shuffled,boltz,1800,1541,0.8561111111111112,0.7848418118466899,0.917515625,0.845554834523037,0.7199978412745296,0.9469854285407033,238
frame_36,two_instrument,14.0,shuffled,chai,1800,1149,0.6383333333333333,0.5018181818181818,0.7570894957983193,0.8302872062663186,0.6745919543090644,0.9523801900446637,195
frame_36,two_instrument,14.0,shuffled,of3,1800,1551,0.8616666666666667,0.7994368421052632,0.92125625,0.7743391360412637,0.6816583333333334,0.8665826204045195,350
frame_36,two_instrument,14.0,shuffled,protenix,1800,1746,0.97,0.9337142857142857,0.9927777777777778,0.9484536082474226,0.889879121709223,0.9962652721214365,90
frame_36,two_instrument,14.0,decoy,panel_all,7200,3564,0.495,0.38144178592725103,0.6004366554054055,0.6952861952861953,0.5813787880126718,0.7990330254062602,1086
frame_36,two_instrument,14.0,decoy,boltz,1800,689,0.3827777777777778,0.24578629032258065,0.5285169133192388,0.7227866473149492,0.5255659199478865,0.8636213766405438,191
frame_36,two_instrument,14.0,decoy,chai,1800,1056,0.5866666666666667,0.43817171717171716,0.7322309523809524,0.696969696969697,0.49818730122285154,0.8720141832665158,320
frame_36,two_instrument,14.0,decoy,of3,1800,922,0.5122222222222222,0.37074418604651166,0.6466976744186046,0.544468546637744,0.3767590771823864,0.7198083713402972,420
frame_36,two_instrument,14.0,decoy,protenix,1800,897,0.49833333333333335,0.3476818181818182,0.643072192513369,0.8272017837235228,0.7201619281137417,0.9182759002361275,155
frame_36,two_instrument,16.0,apo,panel_all,7200,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,16.0,apo,boltz,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,16.0,apo,chai,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,16.0,apo,of3,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,16.0,apo,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,16.0,cognate,panel_all,7200,7160,0.9944444444444445,0.9867227011494253,1.0,0.895949720670391,0.8438433885030379,0.9454197557908153,745
frame_36,two_instrument,16.0,cognate,boltz,1800,1793,0.9961111111111111,0.9872727272727273,1.0,0.9035136642498606,0.8152932908103,0.9827940476190475,173
frame_36,two_instrument,16.0,cognate,chai,1800,1780,0.9888888888888889,0.9612903225806452,1.0,0.8308988764044943,0.7055662045987413,0.937688025210084,301
frame_36,two_instrument,16.0,cognate,of3,1800,1787,0.9927777777777778,0.980527027027027,1.0,0.8746502518186905,0.7935049085560475,0.9481761408339889,224
frame_36,two_instrument,16.0,cognate,protenix,1800,1800,1.0,1.0,1.0,0.9738888888888889,0.925,1.0,47
frame_36,two_instrument,16.0,shuffled,panel_all,7200,6655,0.9243055555555556,0.8749930555555555,0.9638243697478992,0.8428249436513899,0.7810346788486816,0.898601589084883,1046
frame_36,two_instrument,16.0,shuffled,boltz,1800,1660,0.9222222222222223,0.8514285714285714,0.9744469696969696,0.8475903614457831,0.72441475826972,0.9475081211548394,253
frame_36,two_instrument,16.0,shuffled,chai,1800,1542,0.8566666666666667,0.7275,0.9575036764705882,0.8216601815823605,0.6891795516164525,0.9261513340364858,275
frame_36,two_instrument,16.0,shuffled,of3,1800,1684,0.9355555555555556,0.8736713735558409,0.979395202020202,0.7458432304038005,0.638553837516312,0.8549864774150239,428
frame_36,two_instrument,16.0,shuffled,protenix,1800,1769,0.9827777777777778,0.9535290143084261,1.0,0.9491237987563595,0.8911537581948469,0.9963079090750782,90
frame_36,two_instrument,16.0,decoy,panel_all,7200,4228,0.5872222222222222,0.4623518099547511,0.7040480510752688,0.6967833491012299,0.5848060176341425,0.7917375900183808,1282
frame_36,two_instrument,16.0,decoy,boltz,1800,855,0.475,0.33511389961389965,0.6254545454545455,0.6982456140350877,0.5355419789378473,0.8319053235401002,258
frame_36,two_instrument,16.0,decoy,chai,1800,1261,0.7005555555555556,0.5502558139534883,0.8258931888544891,0.7153053132434576,0.5285837945509478,0.8714946531301773,359
frame_36,two_instrument,16.0,decoy,of3,1800,1014,0.5633333333333334,0.4093952205882353,0.7086490990990991,0.5473372781065089,0.374201406377126,0.7272829740142635,459
frame_36,two_instrument,16.0,decoy,protenix,1800,1098,0.61,0.4541131907308378,0.75236669829222,0.8123861566484517,0.7111361182698335,0.9022766231742388,206
frame_36,two_instrument,18.0,apo,panel_all,7200,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,18.0,apo,boltz,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,18.0,apo,chai,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,18.0,apo,of3,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,18.0,apo,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,18.0,cognate,panel_all,7200,7175,0.9965277777777778,0.991248922413793,1.0,0.8942160278745644,0.8412524097977702,0.9442771817225855,759
frame_36,two_instrument,18.0,cognate,boltz,1800,1796,0.9977777777777778,0.9927272727272727,1.0,0.9025612472160356,0.8146955756535681,0.9811521083111459,175
frame_36,two_instrument,18.0,cognate,chai,1800,1787,0.9927777777777778,0.9748387096774194,1.0,0.8276440962506995,0.6994906147688843,0.9354447330799539,308
frame_36,two_instrument,18.0,cognate,of3,1800,1792,0.9955555555555555,0.9854545454545455,1.0,0.8722098214285714,0.7900487020865538,0.947022256671465,229
frame_36,two_instrument,18.0,cognate,protenix,1800,1800,1.0,1.0,1.0,0.9738888888888889,0.925,1.0,47
frame_36,two_instrument,18.0,shuffled,panel_all,7200,6894,0.9575,0.913647176022176,0.9887555147058824,0.8371047287496374,0.7759227259166896,0.8945510960125027,1123
frame_36,two_instrument,18.0,shuffled,boltz,1800,1720,0.9555555555555556,0.9017130952380952,0.9924421344421344,0.8511627906976744,0.7331730406476022,0.9478460811309648,256
frame_36,two_instrument,18.0,shuffled,chai,1800,1658,0.9211111111111111,0.8079508599508599,1.0,0.7955367913148371,0.6515472047422809,0.9155674720837802,339
frame_36,two_instrument,18.0,shuffled,of3,1800,1719,0.955,0.8993978991596638,0.9896783410138248,0.7452006980802792,0.6347705717321204,0.8585108572542047,438
frame_36,two_instrument,18.0,shuffled,protenix,1800,1797,0.9983333333333333,0.996,1.0,0.9499165275459098,0.8918575466962564,0.9963639519949198,90
frame_36,two_instrument,18.0,decoy,panel_all,7200,4674,0.6491666666666667,0.5143515625,0.7650168918918919,0.685066324347454,0.5739158407354841,0.7765813380379643,1472
frame_36,two_instrument,18.0,decoy,boltz,1800,998,0.5544444444444444,0.4077418699186992,0.7023566176470588,0.655310621242485,0.49126964813613094,0.7990215715037989,344
frame_36,two_instrument,18.0,decoy,chai,1800,1406,0.7811111111111111,0.6219489506522973,0.910816402609506,0.7147937411095305,0.5127458287226887,0.8759113824001891,401
frame_36,two_instrument,18.0,decoy,of3,1800,1084,0.6022222222222222,0.44558333333333333,0.7423350094280328,0.5396678966789668,0.3688502364780769,0.7201438127090299,499
frame_36,two_instrument,18.0,decoy,protenix,1800,1186,0.6588888888888889,0.5041004201680672,0.8050040322580646,0.8077571669477235,0.7031268491301692,0.8922692850354698,228
frame_36,two_instrument,20.0,apo,panel_all,7200,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,20.0,apo,boltz,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,20.0,apo,chai,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,20.0,apo,of3,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,20.0,apo,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,two_instrument,20.0,cognate,panel_all,7200,7188,0.9983333333333333,0.9951317567567568,1.0,0.89259877573734,0.8396169087902221,0.9436963231819816,772
frame_36,two_instrument,20.0,cognate,boltz,1800,1797,0.9983333333333333,0.9945454545454545,1.0,0.9020589872008904,0.8142016290221176,0.9800412844036697,176
frame_36,two_instrument,20.0,cognate,chai,1800,1798,0.9988888888888889,0.9961290322580645,1.0,0.8225806451612904,0.6928106952930958,0.933187617260788,319
frame_36,two_instrument,20.0,cognate,of3,1800,1793,0.9961111111111111,0.9872727272727273,1.0,0.871723368655884,0.7893369547744079,0.9464602722292923,230
frame_36,two_instrument,20.0,cognate,protenix,1800,1800,1.0,1.0,1.0,0.9738888888888889,0.925,1.0,47
frame_36,two_instrument,20.0,shuffled,panel_all,7200,6965,0.9673611111111111,0.928550937001595,0.9962187055476529,0.8353194544149318,0.7738332536093411,0.8905536486636353,1147
frame_36,two_instrument,20.0,shuffled,boltz,1800,1762,0.9788888888888889,0.9309090909090909,1.0,0.8524404086265607,0.7402319959034223,0.9467124423963134,260
frame_36,two_instrument,20.0,shuffled,chai,1800,1672,0.9288888888888889,0.8275675675675676,1.0,0.7888755980861244,0.6427539223781998,0.9099987292284921,353
frame_36,two_instrument,20.0,shuffled,of3,1800,1731,0.9616666666666667,0.9045004480286739,0.9958823529411764,0.7435008665511266,0.6335862690561466,0.8563967203682393,444
frame_36,two_instrument,20.0,shuffled,protenix,1800,1800,1.0,1.0,1.0,0.95,0.8918628872775214,0.9963663101604278,90
frame_36,two_instrument,20.0,decoy,panel_all,7200,5067,0.70375,0.5707635135135135,0.8164705882352942,0.6646931122952437,0.5545021714800283,0.7542835330992641,1699
frame_36,two_instrument,20.0,decoy,boltz,1800,1149,0.6383333333333333,0.49174324324324326,0.7828857142857142,0.5961705831157529,0.4354873440450086,0.738862543302055,464
frame_36,two_instrument,20.0,decoy,chai,1800,1477,0.8205555555555556,0.6668105875152999,0.944375,0.7176709546377793,0.5275230871186184,0.8721200213476613,417
frame_36,two_instrument,20.0,decoy,of3,1800,1157,0.6427777777777778,0.492061038961039,0.7726351916376306,0.533275713050994,0.3717420971094374,0.7059038562622449,540
frame_36,two_instrument,20.0,decoy,protenix,1800,1284,0.7133333333333334,0.5508164835164835,0.8616294681778552,0.7834890965732088,0.6763848862675251,0.8680958296784553,278
frame_36,tilt_only,10.0,apo,panel_all,7200,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,10.0,apo,boltz,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,10.0,apo,chai,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,10.0,apo,of3,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,10.0,apo,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,10.0,cognate,panel_all,7200,19,0.002638888888888889,0.0010520510835913314,0.004677671370967742,0.42105263157894735,0.15375000000000003,0.7142857142857143,11
frame_36,tilt_only,10.0,cognate,boltz,1800,3,0.0016666666666666668,0.0,0.0034146341463414634,0.6666666666666666,0.0,1.0,1
frame_36,tilt_only,10.0,cognate,chai,1800,8,0.0044444444444444444,0.0,0.010286635944700459,0.25,0.0,1.0,6
frame_36,tilt_only,10.0,cognate,of3,1800,8,0.0044444444444444444,0.0,0.010256410256410256,0.5,0.0,0.75,4
frame_36,tilt_only,10.0,cognate,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,10.0,shuffled,panel_all,7200,286,0.03972222222222222,0.025394014762516046,0.05571848739495798,0.8601398601398601,0.7840077011680264,0.9390243902439024,40
frame_36,tilt_only,10.0,shuffled,boltz,1800,78,0.043333333333333335,0.010585434173669467,0.0905977229601518,0.782051282051282,0.6832282762437734,1.0,17
frame_36,tilt_only,10.0,shuffled,chai,1800,2,0.0011111111111111111,0.0,0.002857142857142857,0.5,0.0,1.0,1
frame_36,tilt_only,10.0,shuffled,of3,1800,186,0.10333333333333333,0.06228412698412698,0.15025675675675676,0.8924731182795699,0.8084943788906438,0.9682663690476191,20
frame_36,tilt_only,10.0,shuffled,protenix,1800,20,0.011111111111111112,0.0010526315789473684,0.030318181818181807,0.9,0.42857142857142855,1.0,2
frame_36,tilt_only,10.0,decoy,panel_all,7200,1342,0.18638888888888888,0.13084247104247104,0.24322794117647056,0.8353204172876304,0.7142678927858569,0.9242938339341422,221
frame_36,tilt_only,10.0,decoy,boltz,1800,293,0.16277777777777777,0.08902520161290323,0.23648069852941175,0.8600682593856656,0.6666666666666666,0.9682641432641432,41
frame_36,tilt_only,10.0,decoy,chai,1800,322,0.17888888888888888,0.09512855162855163,0.2811939338235294,0.8478260869565217,0.5756018070883206,0.9806113502074589,49
frame_36,tilt_only,10.0,decoy,of3,1800,414,0.23,0.13275,0.3411512762762762,0.7946859903381642,0.6880208333333333,0.909102329830973,85
frame_36,tilt_only,10.0,decoy,protenix,1800,313,0.1738888888888889,0.0893815987933635,0.26666666666666666,0.853035143769968,0.6143321078431373,0.995050114617373,46
frame_36,tilt_only,12.0,apo,panel_all,7200,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,12.0,apo,boltz,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,12.0,apo,chai,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,12.0,apo,of3,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,12.0,apo,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,12.0,cognate,panel_all,7200,2968,0.4122222222222222,0.26965059523809526,0.55700859375,0.9585579514824798,0.9047319872529004,0.9954110866417594,123
frame_36,tilt_only,12.0,cognate,boltz,1800,685,0.38055555555555554,0.23399615384615385,0.5352575757575757,0.997080291970803,0.9919664093266269,1.0,2
frame_36,tilt_only,12.0,cognate,chai,1800,633,0.3516666666666667,0.2009365721997301,0.5006449631449631,0.8183254344391785,0.5583105685080513,0.9942239749338231,115
frame_36,tilt_only,12.0,cognate,of3,1800,809,0.4494444444444444,0.2868147465437788,0.6103397435897433,0.992583436341162,0.980817184733425,1.0,6
frame_36,tilt_only,12.0,cognate,protenix,1800,841,0.4672222222222222,0.30401470588235296,0.6343550420168066,1.0,1.0,1.0,0
frame_36,tilt_only,12.0,shuffled,panel_all,7200,1067,0.14819444444444443,0.10412922138836772,0.20485661764705884,0.8940955951265229,0.8029644473173885,0.9564590077017524,113
frame_36,tilt_only,12.0,shuffled,boltz,1800,403,0.2238888888888889,0.12340248226950354,0.35000757575757574,0.8833746898263027,0.7398552554262,1.0,47
frame_36,tilt_only,12.0,shuffled,chai,1800,41,0.02277777777777778,0.002162162162162162,0.06150937499999999,0.8780487804878049,0.1,0.9861293859649123,5
frame_36,tilt_only,12.0,shuffled,of3,1800,485,0.26944444444444443,0.19408903020667728,0.3381290178571429,0.8969072164948454,0.8362324751259853,0.9544391759319817,50
frame_36,tilt_only,12.0,shuffled,protenix,1800,138,0.07666666666666666,0.026968992248062016,0.14521646859083187,0.9202898550724637,0.7311724565756824,1.0,11
frame_36,tilt_only,12.0,decoy,panel_all,7200,2470,0.34305555555555556,0.25555518018018014,0.4248540665064103,0.817408906882591,0.714520846776138,0.8999070386148369,451
